Institute_name,Region_type,Institute_address,District,Pincode,Web_address,Email_address,Principal_name,Office_contact,personal_contact,Registrar_name,Autonomy_status
"C.H.M.E. Society's Dr. Moonje Institute for Management & Computer Studies, Nashik",Urban,"B.M. College Campus,Rambhoomi, Gangapur Road,Savarkar Nagar, Nashik 422005",Nashik,422005,www.moonjeinstitute.com,moonje_institute@rediffmail.com,Dr. S.S. Zade,2342840 Ext.- ,2309617 Ext.- ,Mr. Ramesh Thakare,Non-Autonomous
"Dhulia Charitable Society's Annasaheb Ramesh Ajmera College of Pharmacy, Nagaon",Rural,Mumbai Agra Road Nagaon Dhule,Dhule,424005,www.dcsdhule.org,dcsaracop@gmail.com,Dr. R. D. Wagh ,261021 Ext.- ,261021 Ext.- ,Mr. V. O. Thorat ,Non-Autonomous
"Shree Gurudatta Shikshan Sanstha's Shri Dhondu Baliram Pawar College of Management, Manur, Kalwan",Rural,"A/P - Manur, Tal. Kalwan, Dist Nashik  423501",Nashik,423501,www.dbpcm.in,dbpawarcom@gmail.com,Mr. R.G.Inamdar,221828 Ext.- ,221828 Ext.- ,Mr. Neharkar A.B,Non-Autonomous
"Kalyani Charitable Trust, Kalyani Ravindra Sapkal College of Management Studies, Nashik",Rural,"Kalyani Hills Anjaneri, Wadholi, Taluka Trimbakeswar, Dist. Nashik. 422212",Nashik,422213,www.sapkalknowledgehub.org,director.krscms@sapkalknowledgehub.org,Dr. Suhas Balasaheb Dhande,220165 Ext.- 3001,220165 Ext.- 3001,Mr. Prabhakar Pandhari Narwade,Non-Autonomous
"West Khandesh Bhagini Seva Mandal's Dr. Suryakanta R. Ajmera M.C.A. College for Women, Dhule",Urban,"Vidyanagari, Near Datta Mandir, Deopur, Dist Dhule 424005",Dhule,424005,www.wkbsmcawomen.ac.in,ajmeramcawomens@gmail.com,Dr. Rajeev Bhikanrao Kharat,284949 Ext.- , Ext.- ,Pathak Mukund Dinkar,Non-Autonomous
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Rural,"At / Po Chincholi, Tal. Sinnar, Nashik",Nashik,422102,www.svitnashik.in,svit.nashik@pravara.in,Prof. (Dr.) K. T. V. Reddy,271278 Ext.- 202,271261 Ext.- 202,Mr. Kailas Shirsath,Non-Autonomous
"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon ",Rural,"At. Post Babulgaon, Tal Yeola, Nashik",Nashik,423401,www.sndcoe.ac.in,sndcoe.principal@gmail.com,Dr. H.N. Kudal,225012 Ext.- ,225011 Ext.- ,Prof I. R. Shaikh,Non-Autonomous
"Nashik Gramin Shikshan Prasarak Mandal, Brahma Valley Institute of Management, Anjaneri, Nashik",Rural,"Anjaneri, Trimbakeshwar Dist. Nashik. 422103",Nashik,422213,www.brahmavalley.com,director_bvim@brahmavalley.com,Dr. Shital Gade,220212 Ext.- ,220201 Ext.- ,Mr. Deepak Bendkoli,Non-Autonomous
"K. K. Wagh Institute of Engineering Education and Research, Nashik",Urban,"Hirabai Haridas Vidyanagari, Amrut Dham,  Panchawati, Nashik",Nashik,422003,www.engg.kkwagh.edu.in,kkwieer@kkwagh.edu.in,Dr. Keshav N. Nandurkar,2512876 Ext.- , Ext.- ,Prof. Ajinkya S. Joshi,Non-Autonomous
"MET's Institute of Management, Adgaon, Nashik",Urban,"Bhujbal Knowledge City, MET Leauge of Colleges, Adgaon Dist. Nashik,  422003",Nashik,422003,www.metbhujbalknowledgecity.ac.indu,director_iom@bkc.met.edu,Dr. Nilesh R. Berad,2303515 Ext.- 954,2555954 Ext.- ,Mr. Suhas Khairnar,Non-Autonomous
"Ozar Vikas Sanstha's Vishwasattya College of MBA, Ozar.",Rural,"Gat No. 887, Ozar-Sukena Road (Ozar MIG), Tal-Niphad. Nashik , 422206",Nashik,422206,www.ozarvikassanstha.org,vscmba@gmail.com,Dr. C.V. Joshi,227233 Ext.- ,227233 Ext.- ,Rajendra Sonawane,Non-Autonomous
"G. H. Raisoni Institute of Management and Research, Ahmednagar",Rural,"G.No.1030, At./post-Chas, Nagar Pune Road,  Ahmednagar 414008",Ahmednagar,414008,www.raisoni.net,.,Prof. Mohan Shirsath ,2570123 Ext.- 202,2570123 Ext.- 207,Mr.Sunil R.Dhobe,Non-Autonomous
"PIRENS Institute of Business Management and Administration, Loni, Ahmednagar",Rural,"At./Post - Loni Bk. Tal: Rahata, Dist. Ahmednagar (MS)  413736",Ahmednagar,413736,www.pirens.in,directorptc@yahoo.com,Dr.B.B.Das,273493 Ext.- 203,273494 Ext.- ,Mr.R.S.Kanade,Non-Autonomous
"Shri.Dattakrupa Shaikshnik & Krushi GramVikas Pratisthan's Sai Krupa Institute of Management Science, Ghargaon, Ahmednagar",Rural,Ghargaon Tal. Shrigonda Dist Ahmednagar  413728,Ahmednagar,413728,www.dattakrupaedu.com,sdskgvp@gmail.com,Dr. Katke V. S.,272525 Ext.- , Ext.- ,Mr. Shinde K.B.,Non-Autonomous
"Matoshri College of Management and Research Centre, Eklahare, Nashik",Rural,"At Eklahare, Taluka & District Nashik   422105",Nashik,422105,www.mcmrc.org,mcmrc_director@rediffmail.com,Dr. Yogesh M. Gosavi,2406682 Ext.- ,2406681 Ext.- ,Mr. JAGANNATH MALHARI RAHATAL,Non-Autonomous
"Gokhale Education Society's J. D. C. Bytco Institute of Management Studies & Research, Nashik",Urban,"Vidyanagar Collage Road, Nashik   422005",Nashik,422005,www.jdcbytcoimsr.in,gecjdcb_nsk@rediffmail.com,Dr.Mrs.S.T.Aurangabadkar,2571643 Ext.- ,2571643 Ext.- 0,Shri.M.R.Yeolekar,Non-Autonomous
"Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology, Nashik",Urban,"M. V. P. Campus, Gangapur Road, Shivaji Nagar, Nasik  422002",Nashik,422002,www.imrt.ac.in,imrt_mba@yahoo.co.in,Dr. D. K. Mukhedkar,2571650 Ext.- ,2571650 Ext.- 201,Aher U.B.,Non-Autonomous
"Padmashree Dr. Vithalrao Vikhe Patil Foundation's Institute of Business Management & Rural Development, Ahmednagar",Rural,"Vilad Ghat, Post MIDC, Ahmednagar  Ahmednagar , 414111",Ahmednagar,414111,www.ibmrd.org,directoribmrd@gmail.com,Dr Arun Ingle,2779558 Ext.- 700,2777899 Ext.- 700,Mr P T Kadam,Non-Autonomous
"B. P. Hivale Education Society's Institute of Management Studies Career Development Research, Ahmednagar",Urban,"Opp.Ahmednagar college, Station Road, Ahmednagar  414001",Ahmednagar,414001,www.imscdr.ac.in,imscdr_anr@bsnl.in,Dr.M.B.Mehta,2346532 Ext.- 106,2320215 Ext.- 25,Mrs. S.D. Kulkarni,Non-Autonomous
"Navjeevan Institute of Management, Nashik",Urban,"Shivshakti Nagar, 4th Scheme, CIDCO,  422 008 Nashik , 422008",Nashik,422008,www.navjeevanmba.com,navjeevan.mba@gmail.com,Dr. Suvarna Rahul Shinde,2393827 Ext.- , Ext.- ,Mr. Mangesh Murlidhar Yadav,Non-Autonomous
"Shri Gulabrao Deokar College of Engineering, Jalgaon",Rural,"Gat No. 56,  P.B. NO. 113, Shirsoli Road, Jalgaon ",Jalgaon,425002,www.sgdcoejalgaon.org,principal@sgdcoejalgaon.org,Dr. A. J. Patil,2264871 Ext.- 0257,2264873 Ext.- 0257,Shashikant B Patil,Non-Autonomous
"K. C. E. Societys College of Engineering and Information Technology, Jalgaon ",Urban,"C.S. No. 7480 and 7323, Behind D.I.C., N.H.No.6,  IMR Campus, Jilha Path, Jalgaon",Jalgaon,425001,www.coeit.kces.in,coeit.inquiry@gmail.com,Dr. K. P. Rane,2242025 Ext.- 101,2242026 Ext.- 101,Prof. Sanjay R Sugandhi,Non-Autonomous
"G.H. Raisoni Institute of Engineering and Management, Jalgaon",Rural,"Gat No. 57/1, Shirsoli Road, At. Post- Mohadi Tal. & Dist. Jalgaon, ",Jalgaon,425002,www.raisoni.net,prabhakar.bhat@raisoni.net,Dr. A. G. MATHEW,2264881 Ext.- 208,2264882 Ext.- 208,Arun Daulatrao Patil,Non-Autonomous
"Pune Vidyarthi Griha's  Institute of Management, Nashik",Urban,"206, Dindori Road, Mhasrul, Nashik City. Nashik , 422004",Nashik,422004,www.pvgiomnsk.com,pvgiomnsk@gmail.com,Dr. Sonali B Jadhav,2530963 Ext.- , Ext.- ,Prashant Dawande,Non-Autonomous
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon ",Rural,"Bambori, Dharangaon,  Jalgaon ",Jalgaon,425001,www.sscoetjalgaon.ac.in,sscoetjal@gmail.com,Dr.K.S.Wani,2258393 Ext.- ,2252989 Ext.- ,Mr. Y.K. Chitte,Non-Autonomous
"Mahatma Gandhi Vidyamandir's Institute Of Management and Research, Nashik",Urban,"PANCHAVATI MUMBAI AGRA ROAD NEAR DENTAL COLLEGE,  NASHIK  422003",Nashik,422003,www.mgv.org.in/imrpanchavati,mgv_mba@rediffmail.com,Dr. Ganesh Ramesh Teltumbade,2628350 Ext.- 0253,2628330 Ext.- 0253,Mr. Shrikant Pagar,Non-Autonomous
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Urban,"SSVP Sansthas B S Deore College of Engineering ,M.B.A.Department, Dhule",Dhule,424005,www.ssvpsengg.ac.in,princi.ssvps@gmail.com,Dr.Hitendra D.Patil,272713 Ext.- 300,284300 Ext.- ,S.D.PATIL,Non-Autonomous
"Godavari Institute of Management & Research, Jalgaon",Urban,"P-54,Addl. M.I.D.C., Near Bharat Petroleum, Jalgaon  425003",Jalgaon,425003,www.gimrjal.ac.in,gimrjal@rediffmail.com,Dr. Prashant S. Warke,2270731 Ext.- ,2270732 Ext.- ,Yogeshraj Shridhar Netkar,Non-Autonomous
"Khandesh College Education Society's Institute of Management & Research, Jalgaon",Urban,"IMR Campus, Behind DIC, Opp. N.H. No.6 Jalgaon  425002",Jalgaon,425002,www.imr.kces.in,info@imr.ac.in,Dr. S.K. Bendale,2251281 Ext.- ,9423973215 Ext.- ,M. R. Waykole,Non-Autonomous
"Savitribai Phule Pune University Sub Centre, Nashik",Urban,Nashik,Nashik,422009,www.unipune.ac.in,sppunsc@unipune.ac.in,Dr. Umesh Raut,2392121 Ext.- ,2581434 Ext.- ,Prof. Prajakta Deshmukh,Non-Autonomous
"Mahatma Gandhi Taluka Shikshan Mandal's Sharadchandrika S. Patil Inst of Technology, Chopda",Urban,"CHOPDA Jalgaon , 425107",Jalgaon,425107,,dpharmacychopda@gmail.com,Prof.R.N.Patil,220500 Ext.- ,220700 Ext.- ,Shri. S.J.Patil,Non-Autonomous
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Rural,"At Post mahiravani, Trimbak Road Dist Nashik",Nashik,422213,www.sandipfoundation.org,principal@sitrc.org,Dr. S. T. Gandhe,222551 Ext.- 1212,222551 Ext.- 1212,Mrs. Aruna Aher,Non-Autonomous
"Pravara Rural Education Society's Pravara Rural College Of Pharmacy, Pravaranagar",Rural,"A/P LONI BK, PRAVARANAGAR, TAL-RAHATA,  DIST.AHMEDNAGAR  413736",Ahmednagar,413736,www.pravaradpharm.org.in,pravaradpharm@gmail.com,Dr.S.N.Hiremath,272507 Ext.- ,272507 Ext.- ,Shri.Dhanawate K.J.,Non-Autonomous
"Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv.Babaurao Ganpatrao Thakare College of Engineering, Nashik",Urban,"Udoji Maratha Boarding Campus, Near Pumping Station, Gangapur Road, Nashik",Nashik,422013,www.kbtcoe.org,principal@kbtcoe.org,Dr. Nanasaheb Shripat Patil,2571439 Ext.- 102,7378497999 Ext.- ,Mrs. Shrushti J. Shinde,Non-Autonomous
"Government Polytechnic, Nandurbar",Urban,"Near Dubkeswar Mahadev Mandir, Mauje Hol tarfe Haveli, Nandurbar",Nandurbar,425412,www.gpnandurbar.ac.in,principal.gpnandurbar@dtemaharashtra.gov.in,Dr. Sanjay Arjunsingh Pardeshi,220008 Ext.- 02564,220008 Ext.- 02564,Vijay. N. Lokhande.,Non-Autonomous
"Government Polytechnic, Jalgaon",Urban,"Near Asian Highway No. 46 Jalgaon , 425002",Jalgaon,425002,www.gpjalgaon.org.in,office.gpjalgaon@dtemaharashtra.gov.in,Dr. M. V. Ingale,2221721 Ext.- ,2221721 Ext.- ,Smt. Sharwari Rajaram Bhagwat,Non-Autonomous
"Anjuman Imdadut Tulba's  Institute Of Pharmacy, Malegaon(Nashik)",Urban,"P.O.BOX-123, S.NO.100,PHARMACY NAGER, MALEGAON Nashik , 423203",Nashik,423203,www.aitpharma.org,principalqureshi@gmail.com,Dr. M. N. Qureshi,231670 Ext.- , Ext.- ,Dr. M. S.Mirza (Coordinartor),Non-Autonomous
"Shikshan Maharshi Dadasaheb Rawal Government Polytechnic, Dhule",Urban,"Vidyanagri Deopur Dhule , 424005",Dhule,424005,www.gpdhule.org,gpdhule.dte@gmail.com,Dr. Raju Govindrao Wadekar,272103 Ext.- ,272103 Ext.- ,DEORE BHIKAN MAHADU,Non-Autonomous
"University Institute  of Chemical Technology, North Maharashtra University, Jalgaon  ",Urban,"P.B.No. 80, Umavinagar, Jalgaon",Jalgaon,425001,www.nmu.ac.in,jbnaik@nmu.ac.in,Prof. Dr. J. B. Naik,2257441 Ext.- ,2258181 Ext.- ,Prof. S. A. Raut,Non-Autonomous
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Rural," A/P.Loni, Tal.Rahata  Dist.Ahmednagar ",Ahmednagar,413736,www.pravaraengg.org.in,principal@pravaraengg.org.in,Dr. S. M. Gulhane,273204 Ext.- 201,273204 Ext.- 201,Mr. B. M. Pansare,Non-Autonomous
"Department of Computer Science, North Maharashtra University, Jalgaon",Rural,"NH No 06, Post Box No. 80, Umavi Nagar, Jalgaon ",Jalgaon,425001,www.nmu.ac.in,bvpawar@hotmail.com,Professor Dr. Satish Ramesh Kolhe,2258419 Ext.- ,2257451 Ext.- ,Mr B.B.Patil,Non-Autonomous
"Department of Management Studies, North Maharashtra University, Jalgaon ",Rural,"P.B. No. 80,  North Maharashtra University,  Umavi Nagar, Jalgaon",Jalgaon,425001,www.nmu.ac.in,doms.jal@gmail.com,Prof. Dr. Anil Prithviraj Dongre,2258415 Ext.- ,2257462 Ext.- ,Prof. B. V. Pawar,Non-Autonomous
"Government College of Engineering, Jalgaon",Rural,"Opp.Govt  I.T. I. National Highway No-6, Jalgaon ",Jalgaon,425002,www.gcoej.ac.in,princoej@rediffmail.com,Dr. R.P.Borkar,2281522 Ext.- 201,2281522 Ext.- 201,Smt. S A Patil,Autonomous
"Ideal Institute of Pharmacy, Wada",Rural,"Ideal Foundation, Wada, Taluka Wada, District Palghar",Palghar,421303,,idealpharmacy3487@gmail.com,Dr. Umesh latyan,0222526214 Ext.- , Ext.- ,MR. LOKESH VYAS,Non-Autonomous
"Shree Saraswati Institute of Pharmacy, At Post Tondavali, Kankavali",Rural,"At Post Tondavali, Nandgaon-Ponda road, Taluka Kankavali, Dist.Sindhudurg",Sindhudurg,416601,www.sespharmacy.com,shreesaraswatipharmacy@gmail.com,Kedar Tukaram Kisan,248589 Ext.- ,0 Ext.- ,Nikhil Vasant Sawant,Non-Autonomous
"NDMVP Samaj's College of Pharmacy, Nashik",Urban,"Gangapur Road, Post Box.No.429, (Gole Colony Post Office),  Nashik",Nashik,422003,www.mvpcpn.org,pharmacy@mvp.edu.in,Dr.Deelip Vishram Derle,2577250 Ext.- ,2579250 Ext.- ,Dr.Deelip Vishram Derle,Non-Autonomous
"St. Wilfred's Institute of Pharmacy, Panvel",Urban,"old Mumbai-Pune Highway Near Shedoung Toll plaza, Raigad",Raigad,410206,www.swippanvel.in,swc.mumbai@gmail.com,Abhishek Jain,2143239091 Ext.- , Ext.- ,MukeshSoni,Non-Autonomous
"Smt. K.L. Tiwari College of Architecture, Nalasopara, Palghar",Urban,"Survey No. 185, 177, Near Mother Merry English School, Shri Prastha, Nalasopara, Dist Palghar",Palghar,401203,www.skltca.in,kantiltiwari1@gmail.com,Mrs. Rupali H.Gupte,8007916355 Ext.- ,9975626257 Ext.- ,Mr. Santosh Hubale,Non-Autonomous
"Vishwaniketan College of Architecture, Art & Design, Khalapur",Urban,"Survey No. 52, Kumbhivali Near Khalapur Toll Naka, off Mumbai-Pune, Expressway, Khalapur, Raigad",Raigad,410202,www.vishwaniketan.edu.in,vcaad@vishwaniketan.edu.in,Suchetha Mathew,2192274206 Ext.- , Ext.- ,Manoj Anandrao Suryavanshi,Non-Autonomous
"B.R. Harne College of Architecture, Karav, Vangani(W)",Urban,"AT Village Karav, Vangani(West), Dist Thane ",Thane,421503,www.brharnecoa.edu.in,brharnecoa@gmail.com,Mr. Uday Keshav More, Ext.- , Ext.- ,MR. VAMAN YADAV,Non-Autonomous
"Yashwantrao Bhonsale College of Pharmacy, A/P Charathe, Sawantwadi",Rural,"Buidling No.2, A/P Charathe, Vazarwadi, Tal.Sawantwadi, Dist.Sindhudurg",Sindhudurg,416510,www.sybespharmacy.com,ybpharmacy@gmail.com,Dr. Jagtap Vijay A.,272299 Ext.- ,272233 Ext.- ,Prasad K. Mahale,Non-Autonomous
"CTES College of Architecture, Chembur, Mumbai.",Urban,"N.G. Acharya Marg, Chembur, Mumbai.",Mumbai Suburban,400071,www.ctescoa.com,principal@ctescoa.com,Alka Tawari,25217343 Ext.- 257,25217343 Ext.- 257,Supriya Mantri,Non-Autonomous
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Urban,"92A/1, Old Mumbai Pune Highway, Near Shedung Toll naka Village Shedung, Panvel, Dist Raigad",Raigad,410206,www.csmit.in,csmit.mah@gmail.com,Abhishek Jain, Ext.- , Ext.- ,Mukesh Soni,Non-Autonomous
"Government Polytechnic, Ahmednagar",Urban,"Post Box No. 71,Burudgaon Road,Ahmednagar  414001",Ahmednagar,414001,gpnagar.ac.in,gpnagar@rediffmail.com,Shri M S Satarkar,2346192 Ext.- 0,2346192 Ext.- 0,S S SUPEKAR,Non-Autonomous
"Ideal Institute of Architecture, Posheri, Wada",Rural,"Gat No. 40-1 and 2, Pimpal Road, Poseri, Tal. Wada, Dist.Thane",Palghar,,idealarchicture.com,abhigodha431@gmail.com,Vrushali Deshmukh,25262144 Ext.- 44, Ext.- ,Madan Lal,Non-Autonomous
"The Navkonkan Education Society's Institute of Management Studies, Chiplun",Rural,"S.K.Patil Nagar, Mumbai Goa High way, Chiplun, Dist.Ratnagiri",Ratnagiri,415605,www.neims.org.in,neimschiplun@gmail.com,Dr.Anagha Gokhale,253043 Ext.- , Ext.- ,Vijay Sawant,Non-Autonomous
"New Horizon Institute of Technology & Management, Thane",Urban,"Anand Nagar, Kavesar, Off. Ghodbunder Road, Thane(W)",Thane,400615,www.nhitm.ac.in,principal@nhitm.ac.in,Dr. Prashant D.Deshmukh ,25971778 Ext.- ,25971778 Ext.- ,Mr. Rupesh Pethe,Non-Autonomous
"Shivgiita Institute of Diploma in Pharmacy, Asangaon.",Rural,"Opp. Asangaon Railway Station, Asangaon, Dist.Thane",Thane,421601,www.shivgitadpharma.org,vjtsscoe@rediffmail.com,Prof. Sunayana Ghodgaonkar,273999 Ext.- ,271399 Ext.- ,kalpana londhe ,Non-Autonomous
"Dalvi Education and charitable trust Maharashtra Polytechnic, Soveli, Tal. Mandangad",Rural,"At Shenale, Post Soveli, Tal. Mandangad, Dist Ratnagiri",Ratnagiri,415203,www.mahapoly.in,kalpesh.shinde1984@gmail.com,Dinesh Bhadane, Ext.- , Ext.- ,Kalpesh Shinde,Non-Autonomous
"A. P. Shah Institute of Technology, Thane",Urban,"Survey No. 12, Opp. Hypercity Mall, Kasarvadavali, Ghodbunder Road, Thane (W)",Thane,400615,www.apsit.edu.in,principal@apsit.org.in,Dr. Uttam D. Kolekar,25973737 Ext.- , Ext.- ,Dr. Sameer S. Nanivadekar,Non-Autonomous
"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Rural,"Survey No. 52 Kumbhivali, On Mumbai-Pune Expressway, Near Khalapur Toll Naka ,Tal-Khalapur, Dist- Raigad",Raigad,410202,www.vishwaniketan.edu.in,mail.vishwaniketan@gmail.com,Dr. B. R. Patil,274206 Ext.- ,274210 Ext.- ,Mr. H. R. Mavkar,Non-Autonomous
"Thakur School of Architecture, Kandivali",Urban,"Thakur Education Campus, Shamnarayan thakur marg, Thakur Village, Kandivali(E), Mumbai.",Mumbai Suburban,400101,www.tsapmumbai.in,tsap@thakureducation.org,Prof. AR.DHIRAJ SALHOTRA,67308001 Ext.- 003, Ext.- ,Mithun Pednekar,Non-Autonomous
"Devi Mahalaxmi Polytechnic, Titwala, Kalyan",Urban,"At Mhaskal, Near Ganesh Temple, Titwala, Kalyan. ",Thane,421605,www.devimahalaxmipolytechnic.in,principal.dmpc@gmail.com,Madhukar Asre,25948752 Ext.- 022,25948752 Ext.- 022,Dr Madhukar Asre,Non-Autonomous
"Ideal Institute of Technology, Wada, Dist.Thane",Rural,"40, Pasheri Village, Pimplaj road, Taluka Wada, Dist.Thane. ",Palghar,421303,www.idealwada.com,idealinstituteoftechnology13@gmail.com,Dr. Bhuwan Chandra ,212144 Ext.- 02526,212144 Ext.- 02526,Mr. Jugal Mehra ,Non-Autonomous
"Yashwantrao Bhonsale Polytechnic, Charathe,  Sawantwadi",Rural,"At Post Charathe ( Vazarwadi), Tal.Sawantwadi, Sindhudurg.",Sindhudurg,416510,www.sybespolytechnic.com,ybpolytechnic@gmail.com,Gajanan Bhosale,273535 Ext.- 30,273456 Ext.- 30,Prasad Mahale,Non-Autonomous
"Urja Education Society's Aditya Polytechnic, Ratnagiri",Rural,"Gat No. 493, At And Post Talawade, College Road, Near Adavali Railway Station, Taluka Lanja, Dist. Ratnagiri",Ratnagiri,416712,www.adityapolytechnic.com,urja.aditya@gmail.com,SHRADDHA S. DESAI,9673963564 Ext.- ,9673963564 Ext.- ,GEETAMANJIRI S. JOSHI,Non-Autonomous
"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Rural,"At Post Velneshwar, Hedvai-Guhagar Road, Guhagar,Ratnagiri.",Ratnagiri,415729,www.vpmmpcoe.org,info@vpmmpcoe.org,Dr. Amitkumar T. Mane,243101 Ext.- ,9527634958 Ext.- ,Mr. Ravindra Rasal,Non-Autonomous
"Aditya College of Architecture, Borivali (W), Mumbai",Urban,"Adiya Educational Campus, R.M. Bhattad marg, Ram Nagar, Boravali (W), Mumbai",Mumbai Suburban,400092,www.aditya-arch.edu.in,aditya.architecture@gmail.com,AR RITA NAYAK,61106111 Ext.- ,61106134 Ext.- ,SEEMA KEDIA,Non-Autonomous
"Bunts Sangha's Uma Krishna Shetty Institute of Management Studies & Research, Kurla",Urban,"Buntara Bhavan, Bhandaray Estate, Buntara Bhavan Marg, Kurla, Mumbai ",Mumbai Suburban,400070,www.bsm-uks.edu.in,reach.uks@gmail.com,Dr.Krishna Shetty,24059090 Ext.- , Ext.- ,Mr. Prakash More,Non-Autonomous
"Smt. Geeta D. Tatkare Polytechnic At Gove, Kolad",Rural,"At Gove, Post Kolad, Taluka Roha, Dist. Raigad.",Raigad,402304,www.sgdtatkarepoly.com,sgdtatkarepoly@gmail.com,VIPUL VIKAS MASAL,203020 Ext.- 02194,250101 Ext.- 02194,Mr.Ajit Raman Telange,Non-Autonomous
"Viva Institute of Pharmacy, Virar(E)",Rural,"Shirgaon, Virar(E), Dist. Palghar",Palghar,401305,www.vivapharmacy.org,pharmacy@vivacollege.org,DR SUNITA OGALE,7770002544 Ext.- 118, Ext.- ,Mr. Mahendra Kajare,Non-Autonomous
"Lokmanya Tilak Institute of Architecture and Design Studies, Kopar Khairane, Navi Mumbai.",Urban,"Sector-4, Vikas Nagar, Kopar Khairane, Navi Mumbai. ",Thane,400709,www.ltiads.ltjss.net,ltiads2011@gmail.com,Prof. Harish Setty,27542441 Ext.- ,27542442 Ext.- ,Anil S. Yadav,Non-Autonomous
"S.K.Education Trust, Dr. Manoj A Shete College of Engineering & Technology, Kasara.",Rural,"At Post Kasara, Tal. Shahapur, Dist. Thane ",Thane,,www.drmscoet.com,skeducationtrust@yahoo.com,MR.RAMESH LIMBAJI SURWASE,246023 Ext.- , Ext.- ,mr.sanjay Bhalerao ,Non-Autonomous
"Universal College of Engineering,Kaman Dist. Palghar",Rural,"Kaman Bhiwandi Road, S.N. 146(Part), Kaman, Vasai",Palghar,401202,www.universal.edu.in,moses.lopes@universal.edu.in,Dr.Ajoy Kumar,69624580 Ext.- ,2210044 Ext.- ,Mr. Moses Lopes,Non-Autonomous
"Gokhale Education Society, Katgara Polytechnic Institute, Bordi.",Rural,"At Post Bordi, Taluka Dhahanu, Dist. Thane  401701",Palghar,401701,www.katgarapolytechnic.com,katgarapolytechnic@gmail.com,Prin. Ganesh U. Mali,254040 Ext.- ,254040 Ext.- ,Prof. Prakash K. save,Non-Autonomous
"Matoshri. Ushatai Jadhav Institute of Management studies & Research Centre, Bhivandi",Rural,"Dhamankar Naka, Vidyashram, Bhivandi Thane , 421305",Thane,421305,www.muimrc.org,muimrc@gmail.com,Dr.Sopan Atmaram Bhamare,228585 Ext.- ,228585 Ext.- ,Pratiksha Manish Deolalkar,Non-Autonomous
"Kala Vidyalaya Trust, Kala Institute of Management Studies & Research, Kandivali",Urban,"Plot No 2,RSC 6, S.No.41(PART),Sector 8.CTS. No.3,Village Charkop Kandivali(west), Mumbai.  400067",Mumbai Suburban,400067,www.kimms.co.in,kimms571@gmail.com,SHRI. V.B. PATIL,29677669 Ext.- ,28440012 Ext.- ,P.T.NALE,Non-Autonomous
"St.Wilfreds Institute of Architecture, Panvel",Urban,"Survey No 92A/A Opposite Ayush Resort ,Near Shedung Tollnaka,Old Bombay Pune Highway,Panvel Dist. Raigad ",Raigad,410206,www.stwilfredsarchitecture.com,swc.mumbai@gmail.com,Abhishek Jain, Ext.- , Ext.- ,Mukesh Soni,Non-Autonomous
"Sheila Raheja School of Business Management & Research, Bandra(E), Mumbai.",Urban,"Raheja Educational Complex, Khernagar, Opp. Colgate Ground, Bandra(E), Mumbai. 400051",Mumbai Suburban,400051,www.srbs.edu.in,admin@srbs.edu.in,Dr.Vijay Wagh,61966666 Ext.- 401,61966611 Ext.- ,Geeta Chauhan,Non-Autonomous
"Rustomjee Business School, Dahisar.",Urban,"Rustom Irani Marg, Dahisar(W), Mumbai   400068",Mumbai Suburban,400068,www.rbs.rustomjee.com,rbs@school.rustomjee.com,Dr. Hanif Kanjer,28937458 Ext.- ,28938348 Ext.- ,Ms. Stevina Rumao,Non-Autonomous
